name,domain,category,description,audience_estimate,audience_period,audience_source_url,audience_checked_at,public_attributes,featured_rank
RADAR DA CIDADE,radarmt.com,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Rondonópolis, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":1266},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Rondonópolis · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.radarmt.com/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Crowdfunding"",""Publicidade (outros tipos)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Newsletters"",""Noticiário em tempo real"",""Opinião/colunistas"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
AGR NOTíCIAS,agrnoticias.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Canarana, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":15850},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Canarana · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.agrnoticias.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Opinião/colunistas"",""Podcast"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
AGRONEWS BRAZIL,agronewsbrasil.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Cuiabá, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":15854},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Cuiabá · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://agronewsbrasil.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Opinião/colunistas"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
INFORMA ARAGUAIA,informaaraguaia.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Água Boa, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":19434},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Água Boa · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://informaaraguaia.com.br"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Blogs"",""Noticiário em tempo real"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
ROSARIO NEWS,rosarionews.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Rosário Oeste, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":15882},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Rosário Oeste · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.rosarionews.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Blogs"",""Noticiário em tempo real"",""Opinião/colunistas"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
A BRONCA POPULAR,abroncapopular.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Tangará da Serra, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":15862},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Tangará da Serra · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.abroncapopular.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Opinião/colunistas"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
ALTOGARÇAS.COM,altogarcas.com,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Alto Garças, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":18429},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Alto Garças · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.altogarcas.com"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Opinião/colunistas"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
CENTER NEWS,centernews.net.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Brasnorte, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":19422},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Brasnorte · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.centernews.net.br/quemsomos"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Parcerias"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Possui alguma versão online (secundária)"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
FOLHA ARAGUAIA ONLINE,jornalfolhaaraguaia.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Canarana, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":14018},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Canarana · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.jornalfolhaaraguaia.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Possui alguma edição impressa (secundária)"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
GAZETA DA MANHÃ,gazetadamanha.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Sinop, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":12566},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Sinop · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://gazetadamanha.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
MIX AGORA,mail.mixagora.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Campinápolis, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":19256},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Campinápolis · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://mail.mixagora.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
PARAITA ONLINE,paranaitaonline.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Paranaíta, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":13829},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Paranaíta · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.paranaitaonline.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Prestação de serviços"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Newsletters"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
PREFEITURA MUNICIPAL DE CARLINDA,carlinda.mt.gov.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Carlinda, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":13819},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Carlinda · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.carlinda.mt.gov.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Prestação de serviços"",""Publicidade (outros tipos)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Newsletters"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
PREFEITURA MUNICIPAL DE NOVA BANDEIRANTES,novabandeirantes.mt.gov.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Nova Bandeirantes, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":13823},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Nova Bandeirantes · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.novabandeirantes.mt.gov.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Prestação de serviços"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Newsletters"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
PáGINA 1,pagina1.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Rosário Oeste, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":15836},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Rosário Oeste · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://pagina1.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Opinião/colunistas"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
IG NEWS,ignews.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Cuiabá, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":15855},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Cuiabá · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.ignews.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Assinatura/paywall"",""Conteúdo patrocinado"",""Publicidade (outros tipos)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Blogs"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
PREFEITURA MUNICIPAL DE LAMBARÍ DO OESTE MT,lambaridoeste.mt.gov.bt,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Lambari D'Oeste, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":13392},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Lambari D'Oeste · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.lambaridoeste.mt.gov.bt"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Prestação de serviços"",""Publicidade (outros tipos)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Opinião/colunistas"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
TABAPORã ONLINE,tabapora.online,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Tabaporã, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":20064},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Tabaporã · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://tabapora.online/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
TOP NEWS - ARIPUANã - MT,topnews.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Aripuanã, MT. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":13875},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Aripuanã · MT · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.topnews.com.br/home"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Prestação de serviços"",""Publicidade (outros tipos)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
